,Audio,Sr,Names,Species
359,"[ 0.00273465 -0.00037925 -0.00455286 ... -0.0137527  -0.0205068
  0.        ]",22050,76197.wav,sonneratii
360,"[-6.7116410e-11 -2.5905450e-12 -1.5589542e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,76219.wav,sonneratii
361,"[ 0.00640947 -0.00625167 -0.0075621  ... -0.01237321 -0.00761815
  0.00448011]",22050,76328.wav,sonneratii
362,"[-6.9849193e-10  0.0000000e+00  1.8626451e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,76348.wav,sonneratii
363,"[-1.5269453e-04 -2.6505569e-04 -9.9398196e-05 ...  1.5756083e-04
 -8.5952604e-05  1.1998757e-04]",22050,76380.wav,sonneratii
364,[0.         0.         0.         ... 0.03922175 0.02752201 0.02472092],22050,76535.wav,sonneratii
365,[0.00080926 0.00101191 0.00015439 ... 0.00050468 0.00051857 0.00056817],22050,76833.wav,sonneratii
366,"[ 0.00239031  0.00563679 -0.00073389 ...  0.00245306  0.00662503
  0.00252045]",22050,76862.wav,sonneratii
367,"[-0.00930567  0.00753684 -0.0321579  ...  0.01576962  0.02201378
  0.00522299]",22050,76916.wav,sonneratii
368,[0.01064737 0.01727858 0.01079832 ... 0.0022161  0.00202604 0.00245822],22050,76964.wav,sonneratii
369,"[-3.4747674e-05  2.0851985e-05  1.6194789e-04 ... -6.7406707e-04
 -6.0317677e-04 -5.5821915e-04]",22050,77101.wav,sonneratii
370,"[-3.4747674e-05  2.0851985e-05  1.6194789e-04 ... -6.7406707e-04
 -6.0317677e-04 -5.5821915e-04]",22050,77107.wav,sonneratii
371,"[ 0.00640947 -0.00625167 -0.0075621  ... -0.01237321 -0.00761815
  0.00448011]",22050,77119.wav,sonneratii
372,[0.01064737 0.01727858 0.01079832 ... 0.0022161  0.00202604 0.00245822],22050,77191.wav,sonneratii
373,"[-5.28844850e-12 -3.41095880e-12  6.78149203e-12 ...  6.61185235e-02
  1.25778895e-02 -2.33750548e-02]",22050,77285.wav,sonneratii
374,"[2.7099927e-04 7.6771842e-04 8.3220220e-04 ... 2.7300313e-05 6.0380271e-06
 7.0623209e-06]",22050,77381.wav,sonneratii
375,"[-2.2818909e-10 -2.4541147e-10 -5.1724064e-10 ...  2.3374030e-08
 -2.1323411e-08  0.0000000e+00]",22050,77473.wav,sonneratii
376,"[-0.01584609 -0.01912132 -0.00035251 ... -0.01366295 -0.00895273
 -0.00227381]",22050,77496.wav,sonneratii
377,"[ 3.4924597e-10 -4.6566129e-10 -1.6298145e-09 ... -1.5222951e-02
 -1.7458068e-02 -1.9693967e-02]",22050,77500.wav,sonneratii
378,"[-7.9946094e-10  2.7999414e-10  1.2053442e-10 ...  4.7711113e-10
  5.7272981e-10  0.0000000e+00]",22050,77687.wav,sonneratii
379,"[ 0.00273465 -0.00037925 -0.00455286 ... -0.0137527  -0.0205068
  0.        ]",22050,77867.wav,sonneratii
380,"[ 0.00239031  0.00563679 -0.00073389 ...  0.00245306  0.00662503
  0.00252045]",22050,77876.wav,sonneratii
381,"[ 0.0000000e+00 -1.4551915e-10 -3.0559022e-10 ... -1.4347432e-04
 -3.0338159e-04 -2.5147351e-04]",22050,77917.wav,sonneratii
382,"[-9.4062746e-10  2.5149557e-10 -3.3174247e-10 ...  2.7781073e-07
 -2.2299798e-07  1.7545877e-07]",22050,78022.wav,sonneratii
383,"[ 0.0002368   0.01257197 -0.00649037 ... -0.00274683  0.01334303
  0.        ]",22050,78102.wav,sonneratii
384,"[-0.01584609 -0.01912132 -0.00035251 ... -0.01366295 -0.00895273
 -0.00227381]",22050,78108.wav,sonneratii
385,"[-3.4106051e-13  5.6843419e-13 -4.5474735e-13 ...  1.9197825e-03
  1.6742665e-03  1.6686582e-03]",22050,78127.wav,sonneratii
386,"[ 0.          0.          0.         ...  0.00318623 -0.00147863
  0.        ]",22050,78223.wav,sonneratii
387,"[2.7099927e-04 7.6771842e-04 8.3220220e-04 ... 2.7300313e-05 6.0380271e-06
 7.0623209e-06]",22050,78270.wav,sonneratii
388,"[-0.0002487  -0.0002685  -0.00028372 ... -0.03673326 -0.04885015
 -0.03360775]",22050,78354.wav,sonneratii
389,"[ 0.0002962   0.0001255  -0.0003599  ... -0.06858325 -0.06570214
 -0.06464685]",22050,78662.wav,sonneratii
390,[0. 0. 0. ... 0. 0. 0.],22050,78727.wav,sonneratii
391,"[-3.7252903e-09 -3.7252903e-09  6.5192580e-09 ... -1.2078090e-09
  2.9103830e-10  3.4924597e-10]",22050,78824.wav,sonneratii
392,"[-2.4099356e-11 -1.3025137e-09 -1.5588655e-09 ... -2.6253951e-12
 -1.6383782e-12 -4.6898097e-12]",22050,78852.wav,sonneratii
393,"[-0.00216058 -0.00372368 -0.00261246 ... -0.00179851 -0.00144266
 -0.00141174]",22050,78855.wav,sonneratii
394,"[-5.5422890e-05 -7.0175505e-05 -1.8755905e-05 ... -2.7487346e-05
 -5.8368722e-05 -6.7938818e-06]",22050,78875.wav,sonneratii
395,"[ 0.0002368   0.01257197 -0.00649037 ... -0.00274683  0.01334303
  0.        ]",22050,78899.wav,sonneratii
396,"[-3.7252903e-09 -3.7252903e-09  6.5192580e-09 ... -1.2078090e-09
  2.9103830e-10  3.4924597e-10]",22050,78938.wav,sonneratii
397,"[ 3.4862715e-06 -1.7700688e-05  4.8570728e-06 ...  1.6110258e-07
 -7.6688366e-08  1.6201284e-08]",22050,79019.wav,sonneratii
398,"[-4.5110937e-10 -3.4924597e-10 -8.7311491e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,79079.wav,sonneratii
399,"[2.7099927e-04 7.6771842e-04 8.3220220e-04 ... 2.7300313e-05 6.0380271e-06
 7.0623209e-06]",22050,79089.wav,sonneratii
400,"[ 5.8207661e-11  2.9103830e-11  1.4551915e-10 ... -2.1424293e-04
 -1.3054683e-04 -8.9454436e-05]",22050,79105.wav,sonneratii
401,"[ 0.00396795  0.01791854  0.00130762 ...  0.00139759 -0.00107103
 -0.00614028]",22050,79106.wav,sonneratii
402,"[-5.1040341e-13 -1.0834184e-12 -2.8481330e-12 ... -2.3696168e-07
  3.1444199e-07  4.7690907e-07]",22050,79376.wav,sonneratii
403,"[ 0.0002962   0.0001255  -0.0003599  ... -0.06858325 -0.06570214
 -0.06464685]",22050,79452.wav,sonneratii
404,"[-0.00930567  0.00753684 -0.0321579  ...  0.01576962  0.02201378
  0.00522299]",22050,79457.wav,sonneratii
405,"[ 5.1494196e-02  7.4850246e-02  6.6693261e-02 ... -9.7998736e-06
  4.3275464e-05  6.8119523e-05]",22050,79471.wav,sonneratii
406,"[ 0.02297915  0.03164135  0.0196196  ...  0.00104437  0.00102069
 -0.00019129]",22050,79499.wav,sonneratii
407,"[ 1.8644641e-11  9.5496944e-12 -3.6379788e-12 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,79525.wav,sonneratii
408,"[-2.3864114e-03  1.3277172e-03  6.3013686e-03 ...  5.2663265e-05
 -9.5387630e-05 -9.5179130e-06]",22050,79550.wav,sonneratii
409,"[ 5.8207661e-11  2.9103830e-11  1.4551915e-10 ... -2.1424293e-04
 -1.3054683e-04 -8.9454436e-05]",22050,79869.wav,sonneratii
410,"[-5.820766e-11 -9.313226e-10 -4.656613e-10 ...  0.000000e+00  0.000000e+00
  0.000000e+00]",22050,79927.wav,sonneratii
411,"[ 0.00396795  0.01791854  0.00130762 ...  0.00139759 -0.00107103
 -0.00614028]",22050,80047.wav,sonneratii
412,"[ 0.00396795  0.01791854  0.00130762 ...  0.00139759 -0.00107103
 -0.00614028]",22050,80133.wav,sonneratii
413,"[ 5.1494196e-02  7.4850246e-02  6.6693261e-02 ... -9.7998736e-06
  4.3275464e-05  6.8119523e-05]",22050,80134.wav,sonneratii
414,"[-1.5269453e-04 -2.6505569e-04 -9.9398196e-05 ...  1.5756083e-04
 -8.5952604e-05  1.1998757e-04]",22050,80572.wav,sonneratii
415,"[ 7.88537236e-10  8.87851515e-10 -8.60966298e-10 ... -1.02227976e-04
  5.32454927e-04  1.28219777e-04]",22050,80662.wav,sonneratii
416,"[ 0.00297038  0.00126555 -0.0031396  ...  0.00552781  0.00757888
  0.        ]",22050,80994.wav,sonneratii
417,"[ 0.00640947 -0.00625167 -0.0075621  ... -0.01237321 -0.00761815
  0.00448011]",22050,81247.wav,sonneratii
418,"[ 0.0000000e+00 -1.4551915e-10 -3.0559022e-10 ... -1.4347432e-04
 -3.0338159e-04 -2.5147351e-04]",22050,81354.wav,sonneratii
419,"[-5.820766e-11 -9.313226e-10 -4.656613e-10 ...  0.000000e+00  0.000000e+00
  0.000000e+00]",22050,81379.wav,sonneratii
420,"[-0.0002487  -0.0002685  -0.00028372 ... -0.03673326 -0.04885015
 -0.03360775]",22050,81501.wav,sonneratii
421,"[ 5.1494196e-02  7.4850246e-02  6.6693261e-02 ... -9.7998736e-06
  4.3275464e-05  6.8119523e-05]",22050,81640.wav,sonneratii
422,"[ 8.7456033e-04  9.6250104e-04  4.4856803e-05 ... -2.4805555e-02
 -2.5207225e-02 -2.2437191e-02]",22050,81692.wav,sonneratii
423,"[-1.6370905e-11 -4.1836756e-11  4.3655746e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,81709.wav,sonneratii
424,"[-5.820766e-11 -9.313226e-10 -4.656613e-10 ...  0.000000e+00  0.000000e+00
  0.000000e+00]",22050,81730.wav,sonneratii
425,"[-9.4062746e-10  2.5149557e-10 -3.3174247e-10 ...  2.7781073e-07
 -2.2299798e-07  1.7545877e-07]",22050,81961.wav,sonneratii
426,"[ 3.4862715e-06 -1.7700688e-05  4.8570728e-06 ...  1.6110258e-07
 -7.6688366e-08  1.6201284e-08]",22050,82099.wav,sonneratii
427,"[ 0.00297038  0.00126555 -0.0031396  ...  0.00552781  0.00757888
  0.        ]",22050,82115.wav,sonneratii
428,"[ 0.00273465 -0.00037925 -0.00455286 ... -0.0137527  -0.0205068
  0.        ]",22050,82135.wav,sonneratii
429,"[ 8.95023095e-06  1.23593845e-05 -2.73910828e-05 ...  6.64150575e-05
  6.32407900e-05  0.00000000e+00]",22050,82240.wav,sonneratii
430,"[ 0.0000000e+00 -1.4551915e-10 -3.0559022e-10 ... -1.4347432e-04
 -3.0338159e-04 -2.5147351e-04]",22050,82421.wav,sonneratii
431,[0.00080926 0.00101191 0.00015439 ... 0.00050468 0.00051857 0.00056817],22050,82455.wav,sonneratii
432,"[-1.6370905e-11 -4.1836756e-11  4.3655746e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,82486.wav,sonneratii
433,"[-6.9121597e-11 -3.2741809e-11  4.1836756e-11 ...  2.2640072e-03
  2.3258147e-03  2.6559620e-03]",22050,82487.wav,sonneratii
434,"[-5.85312632e-10  1.26141084e-10 -5.90825333e-10 ... -5.03454885e-06
 -1.13048445e-05 -1.10007841e-05]",22050,82495.wav,sonneratii
435,[0. 0. 0. ... 0. 0. 0.],22050,82543.wav,sonneratii
436,"[ 0.00312805  0.00292109  0.0010319  ... -0.13269109 -0.13012551
 -0.07259281]",22050,82643.wav,sonneratii
437,"[-5.5422890e-05 -7.0175505e-05 -1.8755905e-05 ... -2.7487346e-05
 -5.8368722e-05 -6.7938818e-06]",22050,82748.wav,sonneratii
438,"[ 3.2014214e-10 -2.9103830e-10  6.9849193e-10 ...  5.0676666e-05
  1.2606021e-03 -1.9456018e-03]",22050,82780.wav,sonneratii
439,"[-6.9849193e-10  0.0000000e+00  1.8626451e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,82798.wav,sonneratii
440,"[-0.00480458 -0.00766139 -0.01222507 ... -0.0153468   0.00242708
  0.        ]",22050,82843.wav,sonneratii
441,"[ 0.00297038  0.00126555 -0.0031396  ...  0.00552781  0.00757888
  0.        ]",22050,82866.wav,sonneratii
442,"[-4.5110937e-10 -3.4924597e-10 -8.7311491e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,82970.wav,sonneratii
443,"[-9.4062746e-10  2.5149557e-10 -3.3174247e-10 ...  2.7781073e-07
 -2.2299798e-07  1.7545877e-07]",22050,83230.wav,sonneratii
444,"[2.7099927e-04 7.6771842e-04 8.3220220e-04 ... 2.7300313e-05 6.0380271e-06
 7.0623209e-06]",22050,83257.wav,sonneratii
445,"[ 8.95023095e-06  1.23593845e-05 -2.73910828e-05 ...  6.64150575e-05
  6.32407900e-05  0.00000000e+00]",22050,83263.wav,sonneratii
446,"[-0.01584609 -0.01912132 -0.00035251 ... -0.01366295 -0.00895273
 -0.00227381]",22050,83291.wav,sonneratii
447,"[ 0.0000000e+00 -1.4551915e-10 -3.0559022e-10 ... -1.4347432e-04
 -3.0338159e-04 -2.5147351e-04]",22050,83315.wav,sonneratii
448,"[ 1.0186341e-10  2.3283064e-10  1.7462298e-10 ... -9.2371060e-03
 -6.0962271e-03 -6.6718687e-03]",22050,83326.wav,sonneratii
449,"[ 1.0186341e-10  2.3283064e-10  1.7462298e-10 ... -9.2371060e-03
 -6.0962271e-03 -6.6718687e-03]",22050,83331.wav,sonneratii
450,"[-0.0002487  -0.0002685  -0.00028372 ... -0.03673326 -0.04885015
 -0.03360775]",22050,83479.wav,sonneratii
451,"[ 8.7456033e-04  9.6250104e-04  4.4856803e-05 ... -2.4805555e-02
 -2.5207225e-02 -2.2437191e-02]",22050,83580.wav,sonneratii
452,"[-5.1040341e-13 -1.0834184e-12 -2.8481330e-12 ... -2.3696168e-07
  3.1444199e-07  4.7690907e-07]",22050,83644.wav,sonneratii
453,"[ 9.0949470e-13  1.5461410e-11  1.0913936e-11 ... -2.2693173e-05
  1.1576531e-04 -2.8358080e-04]",22050,83715.wav,sonneratii
454,"[ 5.8207661e-11  2.9103830e-11  1.4551915e-10 ... -2.1424293e-04
 -1.3054683e-04 -8.9454436e-05]",22050,83942.wav,sonneratii
455,"[-0.00077473 -0.00113911 -0.00198404 ... -0.02705362 -0.02617636
  0.        ]",22050,83948.wav,sonneratii
456,"[-0.00216058 -0.00372368 -0.00261246 ... -0.00179851 -0.00144266
 -0.00141174]",22050,84018.wav,sonneratii
457,"[-5.820766e-11 -9.313226e-10 -4.656613e-10 ...  0.000000e+00  0.000000e+00
  0.000000e+00]",22050,84034.wav,sonneratii
458,"[-3.4106051e-13  5.6843419e-13 -4.5474735e-13 ...  1.9197825e-03
  1.6742665e-03  1.6686582e-03]",22050,84082.wav,sonneratii
459,"[-5.85312632e-10  1.26141084e-10 -5.90825333e-10 ... -5.03454885e-06
 -1.13048445e-05 -1.10007841e-05]",22050,84144.wav,sonneratii
460,[0.01064737 0.01727858 0.01079832 ... 0.0022161  0.00202604 0.00245822],22050,84187.wav,sonneratii
461,"[-1.5269453e-04 -2.6505569e-04 -9.9398196e-05 ...  1.5756083e-04
 -8.5952604e-05  1.1998757e-04]",22050,84282.wav,sonneratii
462,[0. 0. 0. ... 0. 0. 0.],22050,84360.wav,sonneratii
463,"[-2.2818909e-10 -2.4541147e-10 -5.1724064e-10 ...  2.3374030e-08
 -2.1323411e-08  0.0000000e+00]",22050,84385.wav,sonneratii
464,"[-1.9429012e-07  1.7620539e-07 -1.4474904e-07 ...  4.1653466e-06
  1.2687339e-05 -1.6461345e-06]",22050,84669.wav,sonneratii
465,"[ 0.00312805  0.00292109  0.0010319  ... -0.13269109 -0.13012551
 -0.07259281]",22050,84718.wav,sonneratii
466,"[ 0.0000000e+00 -1.4551915e-10 -3.0559022e-10 ... -1.4347432e-04
 -3.0338159e-04 -2.5147351e-04]",22050,85011.wav,sonneratii
467,"[ 2.8177275e-04 -5.8190999e-05 -8.8960864e-04 ... -2.1907391e-03
 -3.1679412e-03 -3.9444733e-03]",22050,85097.wav,sonneratii
468,"[ 3.2014214e-10 -2.9103830e-10  6.9849193e-10 ...  5.0676666e-05
  1.2606021e-03 -1.9456018e-03]",22050,85274.wav,sonneratii
469,"[-0.05775581 -0.00591328  0.04123101 ...  0.24703567  0.09636961
 -0.0113303 ]",22050,85282.wav,sonneratii
470,"[ 3.4924597e-10 -4.6566129e-10 -1.6298145e-09 ... -1.5222951e-02
 -1.7458068e-02 -1.9693967e-02]",22050,85572.wav,sonneratii
471,"[ 3.4924597e-10 -4.6566129e-10 -1.6298145e-09 ... -1.5222951e-02
 -1.7458068e-02 -1.9693967e-02]",22050,86011.wav,sonneratii
472,[0. 0. 0. ... 0. 0. 0.],22050,86067.wav,sonneratii
473,"[ 6.7301781e-10  2.3176691e-10  5.5138893e-10 ... -1.6177435e-14
  1.2993090e-12 -2.9160607e-13]",22050,86128.wav,sonneratii
474,"[ 2.8177275e-04 -5.8190999e-05 -8.8960864e-04 ... -2.1907391e-03
 -3.1679412e-03 -3.9444733e-03]",22050,86416.wav,sonneratii
475,"[ 5.5879354e-09 -9.3132257e-10 -9.3132257e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,86490.wav,sonneratii
476,"[-2.3864114e-03  1.3277172e-03  6.3013686e-03 ...  5.2663265e-05
 -9.5387630e-05 -9.5179130e-06]",22050,86652.wav,sonneratii
477,"[-0.00930567  0.00753684 -0.0321579  ...  0.01576962  0.02201378
  0.00522299]",22050,86756.wav,sonneratii
478,"[-0.00216058 -0.00372368 -0.00261246 ... -0.00179851 -0.00144266
 -0.00141174]",22050,86868.wav,sonneratii
479,"[-0.00480458 -0.00766139 -0.01222507 ... -0.0153468   0.00242708
  0.        ]",22050,86901.wav,sonneratii
480,"[-0.00077473 -0.00113911 -0.00198404 ... -0.02705362 -0.02617636
  0.        ]",22050,86988.wav,sonneratii
481,"[ 0.0002368   0.01257197 -0.00649037 ... -0.00274683  0.01334303
  0.        ]",22050,87066.wav,sonneratii
482,"[ 0.01608776  0.02654209  0.02303801 ... -0.00027843  0.00863989
  0.00721751]",22050,87306.wav,sonneratii
483,[0.01064737 0.01727858 0.01079832 ... 0.0022161  0.00202604 0.00245822],22050,87334.wav,sonneratii
484,"[-1.9429012e-07  1.7620539e-07 -1.4474904e-07 ...  4.1653466e-06
  1.2687339e-05 -1.6461345e-06]",22050,87581.wav,sonneratii
485,"[2.8013865e-06 1.1908974e-05 8.3744162e-06 ... 1.4239664e-03 1.4581527e-03
 0.0000000e+00]",22050,87613.wav,sonneratii
486,"[ 2.8177275e-04 -5.8190999e-05 -8.8960864e-04 ... -2.1907391e-03
 -3.1679412e-03 -3.9444733e-03]",22050,87623.wav,sonneratii
487,"[ 7.88537236e-10  8.87851515e-10 -8.60966298e-10 ... -1.02227976e-04
  5.32454927e-04  1.28219777e-04]",22050,87719.wav,sonneratii
488,"[ 0.00297038  0.00126555 -0.0031396  ...  0.00552781  0.00757888
  0.        ]",22050,87837.wav,sonneratii
489,"[ 0.00297038  0.00126555 -0.0031396  ...  0.00552781  0.00757888
  0.        ]",22050,87838.wav,sonneratii
490,"[-0.00077473 -0.00113911 -0.00198404 ... -0.02705362 -0.02617636
  0.        ]",22050,87933.wav,sonneratii
491,"[ 3.4924597e-10 -4.6566129e-10 -1.6298145e-09 ... -1.5222951e-02
 -1.7458068e-02 -1.9693967e-02]",22050,88165.wav,sonneratii
492,"[-3.2904524e-10 -4.9392102e-10 -7.1332534e-10 ...  5.8848406e-03
  9.0982951e-03  0.0000000e+00]",22050,88196.wav,sonneratii
493,"[-6.7116410e-11 -2.5905450e-12 -1.5589542e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,88258.wav,sonneratii
494,"[ 3.2014214e-10 -2.9103830e-10  6.9849193e-10 ...  5.0676666e-05
  1.2606021e-03 -1.9456018e-03]",22050,88319.wav,sonneratii
495,"[-5.820766e-11 -9.313226e-10 -4.656613e-10 ...  0.000000e+00  0.000000e+00
  0.000000e+00]",22050,88348.wav,sonneratii
496,"[ 0.01608776  0.02654209  0.02303801 ... -0.00027843  0.00863989
  0.00721751]",22050,88482.wav,sonneratii
497,"[-2.4099356e-11 -1.3025137e-09 -1.5588655e-09 ... -2.6253951e-12
 -1.6383782e-12 -4.6898097e-12]",22050,88552.wav,sonneratii
498,"[ 0.00640947 -0.00625167 -0.0075621  ... -0.01237321 -0.00761815
  0.00448011]",22050,88554.wav,sonneratii
499,"[ 6.7301781e-10  2.3176691e-10  5.5138893e-10 ... -1.6177435e-14
  1.2993090e-12 -2.9160607e-13]",22050,88561.wav,sonneratii
500,"[-2.3864114e-03  1.3277172e-03  6.3013686e-03 ...  5.2663265e-05
 -9.5387630e-05 -9.5179130e-06]",22050,88723.wav,sonneratii
501,"[-2.3864114e-03  1.3277172e-03  6.3013686e-03 ...  5.2663265e-05
 -9.5387630e-05 -9.5179130e-06]",22050,88876.wav,sonneratii
502,"[-3.4747674e-05  2.0851985e-05  1.6194789e-04 ... -6.7406707e-04
 -6.0317677e-04 -5.5821915e-04]",22050,88900.wav,sonneratii
503,"[-7.9946094e-10  2.7999414e-10  1.2053442e-10 ...  4.7711113e-10
  5.7272981e-10  0.0000000e+00]",22050,88923.wav,sonneratii
504,"[-5.85312632e-10  1.26141084e-10 -5.90825333e-10 ... -5.03454885e-06
 -1.13048445e-05 -1.10007841e-05]",22050,88966.wav,sonneratii
505,"[-5.820766e-11 -9.313226e-10 -4.656613e-10 ...  0.000000e+00  0.000000e+00
  0.000000e+00]",22050,89163.wav,sonneratii
506,"[-6.9121597e-11 -3.2741809e-11  4.1836756e-11 ...  2.2640072e-03
  2.3258147e-03  2.6559620e-03]",22050,89169.wav,sonneratii
507,"[-0.00077473 -0.00113911 -0.00198404 ... -0.02705362 -0.02617636
  0.        ]",22050,89303.wav,sonneratii
508,"[ 9.0949470e-13  1.5461410e-11  1.0913936e-11 ... -2.2693173e-05
  1.1576531e-04 -2.8358080e-04]",22050,89359.wav,sonneratii
509,"[-4.5110937e-10 -3.4924597e-10 -8.7311491e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,89593.wav,sonneratii
510,"[-6.9849193e-10  0.0000000e+00  1.8626451e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,89791.wav,sonneratii
511,"[ 0.00273465 -0.00037925 -0.00455286 ... -0.0137527  -0.0205068
  0.        ]",22050,89859.wav,sonneratii
512,"[ 0.00273465 -0.00037925 -0.00455286 ... -0.0137527  -0.0205068
  0.        ]",22050,89876.wav,sonneratii
513,"[-0.01584609 -0.01912132 -0.00035251 ... -0.01366295 -0.00895273
 -0.00227381]",22050,89890.wav,sonneratii
514,"[ 5.5879354e-09 -9.3132257e-10 -9.3132257e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,90081.wav,sonneratii
515,"[-6.7116410e-11 -2.5905450e-12 -1.5589542e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,90093.wav,sonneratii
516,"[-5.1040341e-13 -1.0834184e-12 -2.8481330e-12 ... -2.3696168e-07
  3.1444199e-07  4.7690907e-07]",22050,90147.wav,sonneratii
517,"[-7.9946094e-10  2.7999414e-10  1.2053442e-10 ...  4.7711113e-10
  5.7272981e-10  0.0000000e+00]",22050,90164.wav,sonneratii
518,"[ 0.00175711 -0.00180036 -0.00286601 ... -0.01261041  0.01391544
  0.00805004]",22050,90165.wav,sonneratii
519,"[-0.00930567  0.00753684 -0.0321579  ...  0.01576962  0.02201378
  0.00522299]",22050,90199.wav,sonneratii
520,"[ 3.4862715e-06 -1.7700688e-05  4.8570728e-06 ...  1.6110258e-07
 -7.6688366e-08  1.6201284e-08]",22050,90239.wav,sonneratii
521,"[-1.9429012e-07  1.7620539e-07 -1.4474904e-07 ...  4.1653466e-06
  1.2687339e-05 -1.6461345e-06]",22050,90286.wav,sonneratii
522,"[ 0.0002962   0.0001255  -0.0003599  ... -0.06858325 -0.06570214
 -0.06464685]",22050,90358.wav,sonneratii
523,"[-6.9121597e-11 -3.2741809e-11  4.1836756e-11 ...  2.2640072e-03
  2.3258147e-03  2.6559620e-03]",22050,90429.wav,sonneratii
524,"[2.8013865e-06 1.1908974e-05 8.3744162e-06 ... 1.4239664e-03 1.4581527e-03
 0.0000000e+00]",22050,90458.wav,sonneratii
525,"[ 1.0186341e-10  2.3283064e-10  1.7462298e-10 ... -9.2371060e-03
 -6.0962271e-03 -6.6718687e-03]",22050,90462.wav,sonneratii
526,"[-6.7116410e-11 -2.5905450e-12 -1.5589542e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,90792.wav,sonneratii
527,"[ 1.8644641e-11  9.5496944e-12 -3.6379788e-12 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,90812.wav,sonneratii
528,"[ 0.00239031  0.00563679 -0.00073389 ...  0.00245306  0.00662503
  0.00252045]",22050,90813.wav,sonneratii
529,"[-1.6370905e-11 -4.1836756e-11  4.3655746e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,90853.wav,sonneratii
530,"[-3.4106051e-13  5.6843419e-13 -4.5474735e-13 ...  1.9197825e-03
  1.6742665e-03  1.6686582e-03]",22050,90892.wav,sonneratii
531,"[-0.0002487  -0.0002685  -0.00028372 ... -0.03673326 -0.04885015
 -0.03360775]",22050,90898.wav,sonneratii
532,"[-7.9946094e-10  2.7999414e-10  1.2053442e-10 ...  4.7711113e-10
  5.7272981e-10  0.0000000e+00]",22050,90933.wav,sonneratii
533,"[-4.5110937e-10 -3.4924597e-10 -8.7311491e-11 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,90967.wav,sonneratii
534,"[ 5.1494196e-02  7.4850246e-02  6.6693261e-02 ... -9.7998736e-06
  4.3275464e-05  6.8119523e-05]",22050,91239.wav,sonneratii
535,"[ 0.00273465 -0.00037925 -0.00455286 ... -0.0137527  -0.0205068
  0.        ]",22050,91318.wav,sonneratii
536,"[-9.4062746e-10  2.5149557e-10 -3.3174247e-10 ...  2.7781073e-07
 -2.2299798e-07  1.7545877e-07]",22050,91465.wav,sonneratii
537,"[ 7.88537236e-10  8.87851515e-10 -8.60966298e-10 ... -1.02227976e-04
  5.32454927e-04  1.28219777e-04]",22050,91542.wav,sonneratii
538,"[ 0.00273465 -0.00037925 -0.00455286 ... -0.0137527  -0.0205068
  0.        ]",22050,91567.wav,sonneratii
539,"[ 1.8644641e-11  9.5496944e-12 -3.6379788e-12 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,91572.wav,sonneratii
540,"[ 0.01275263  0.02900402 -0.01346947 ...  0.00926624  0.04662426
  0.00984347]",22050,91663.wav,sonneratii
541,"[-5.5422890e-05 -7.0175505e-05 -1.8755905e-05 ... -2.7487346e-05
 -5.8368722e-05 -6.7938818e-06]",22050,91694.wav,sonneratii
542,"[ 0.00065886  0.00011208 -0.00036057 ... -0.06689307 -0.05916881
 -0.05552237]",22050,92011.wav,sonneratii
543,"[-2.3864114e-03  1.3277172e-03  6.3013686e-03 ...  5.2663265e-05
 -9.5387630e-05 -9.5179130e-06]",22050,92042.wav,sonneratii
544,"[-9.4062746e-10  2.5149557e-10 -3.3174247e-10 ...  2.7781073e-07
 -2.2299798e-07  1.7545877e-07]",22050,92112.wav,sonneratii
545,"[-5.1040341e-13 -1.0834184e-12 -2.8481330e-12 ... -2.3696168e-07
  3.1444199e-07  4.7690907e-07]",22050,92245.wav,sonneratii
546,[0.00080926 0.00101191 0.00015439 ... 0.00050468 0.00051857 0.00056817],22050,92257.wav,sonneratii
547,"[-3.2904524e-10 -4.9392102e-10 -7.1332534e-10 ...  5.8848406e-03
  9.0982951e-03  0.0000000e+00]",22050,92357.wav,sonneratii
548,"[ 0.          0.          0.         ...  0.00318623 -0.00147863
  0.        ]",22050,92447.wav,sonneratii
